iter	RMSE
0	0.3420038326
1	0.326115119
2	0.3109274663
3	0.2963417599
4	0.282720931
5	0.269635499
6	0.2573665055
7	0.2456251919
8	0.2343552032
9	0.2236865388
10	0.2137473078
11	0.2041330414
12	0.1952616612
13	0.1867553687
14	0.178788204
15	0.1710990476
16	0.1638242529
17	0.1569336774
18	0.150431791
19	0.1442864396
20	0.1385430089
21	0.1331017585
22	0.1279012272
23	0.1230260805
24	0.1184567276
25	0.1141978627
26	0.1102070811
27	0.1064342209
28	0.1029621389
29	0.09966435148
30	0.09661084786
31	0.09373407402
32	0.09108138832
33	0.08856446337
34	0.08628501276
35	0.08417666751
36	0.08220875931
37	0.08037782804
38	0.07861657239
39	0.07700052599
40	0.07552188298
41	0.07415464465
42	0.07289191042
43	0.07174706862
44	0.07065999596
45	0.06965384185
46	0.06874739357
47	0.06792740877
48	0.06716146595
49	0.06644919269
50	0.0657994155
51	0.06520087939
52	0.0646431952
53	0.0641219889
54	0.06367256008
55	0.06322994926
56	0.06282907828
57	0.06244767722
58	0.06198665799
59	0.06166401869
60	0.06136017896
61	0.06109540413
62	0.06084335083
63	0.06063417047
64	0.06040565032
65	0.06020370976
66	0.06001002503
67	0.05984301857
68	0.05968877838
69	0.0595470253
70	0.05939488253
71	0.05926077326
72	0.05913475717
73	0.05900552143
74	0.05890035158
75	0.05881091771
76	0.05871507812
77	0.05863268347
78	0.05853217776
79	0.05842769757
80	0.05833733051
81	0.05825751727
82	0.05819319388
83	0.05812550795
84	0.05806060682
85	0.05800796593
86	0.05789115466
87	0.05784312024
88	0.05778219762
89	0.05770818612
90	0.05764680736
91	0.05760755643
92	0.05747204619
93	0.05741600524
94	0.05737136668
95	0.05732597211
96	0.05727723349
97	0.05722433561
98	0.05714544216
99	0.05711004967
100	0.05703817732
101	0.05698563045
102	0.05694456328
103	0.05689606867
104	0.05685796384
105	0.05676061453
106	0.05671234754
107	0.05667542031
108	0.05664541136
109	0.05661396135
110	0.0564967473
111	0.05644874917
112	0.05640558108
113	0.05635300387
114	0.05630900845
115	0.05628134025
116	0.05626214497
117	0.05623120589
118	0.0561655651
119	0.05597250356
120	0.05593639661
121	0.05590380648
122	0.05586106455
123	0.05581816748
124	0.05579729913
125	0.05575622428
126	0.05570358397
127	0.05565962168
128	0.05561913123
129	0.05557298358
130	0.05555374928
131	0.05549351239
132	0.05547223991
133	0.05545178885
134	0.05543694325
135	0.05540329885
136	0.05537723533
137	0.0553375298
138	0.05518479243
139	0.05515232913
140	0.05512761021
141	0.05509222875
142	0.05504175905
143	0.05500969986
144	0.05489030522
145	0.05484025897
146	0.05479212339
147	0.05476667128
148	0.05470693622
149	0.05465891045
150	0.05462526736
151	0.0545225633
152	0.05441091879
153	0.05436852865
154	0.05433365914
155	0.05427897188
156	0.0541713392
157	0.05415177085
158	0.05411219018
159	0.05407920784
160	0.05403367949
161	0.05399459621
162	0.05396323124
163	0.05393607184
164	0.05389755975
165	0.05387015391
166	0.05384382529
167	0.05381457685
168	0.05379925514
169	0.05376206264
170	0.05373403994
171	0.05370645099
172	0.05366258005
173	0.05364339731
174	0.05360751939
175	0.05358905606
176	0.05356664276
177	0.0535405761
178	0.05346517448
179	0.05344188012
180	0.05338680671
181	0.05330150624
182	0.05328498709
183	0.05325663754
184	0.05321952045
185	0.05319020072
186	0.05314555497
187	0.05310529473
188	0.05308513613
189	0.05304292803
190	0.05297536181
191	0.05295544005
192	0.05285633675
193	0.05284392538
194	0.05281755214
195	0.05278912015
196	0.05276127841
197	0.05273528251
198	0.05270957637
199	0.05268841412
200	0.05266701798
201	0.05264913739
202	0.05262482075
203	0.05256665363
204	0.05255215983
205	0.05248905101
206	0.05246895889
207	0.05245028034
208	0.05243096295
209	0.05240061608
210	0.05237404229
211	0.05234923431
212	0.05233152069
213	0.05230998639
214	0.05226122925
215	0.05224252935
216	0.05222473357
217	0.05219373964
218	0.0521664429
219	0.0521424094
220	0.05212888691
221	0.05210087801
222	0.05206982719
223	0.05201441762
224	0.05198079948
225	0.05194238087
226	0.05192573802
227	0.05191041002
228	0.05188259118
229	0.05175204226
230	0.05173126807
231	0.05170930701
232	0.0516981185
233	0.05160876904
234	0.05158924641
235	0.05156709409
236	0.05153421343
237	0.05151286243
238	0.0514457215
239	0.0514346627
240	0.05141372032
241	0.05139485175
242	0.05138078958
243	0.05126131027
244	0.05122567542
245	0.05119974788
246	0.05116063841
247	0.05107934057
248	0.05106155259
249	0.05103724295
250	0.0510114022
251	0.0509941595
252	0.05096983937
253	0.05089096915
254	0.05087097289
255	0.05085066873
256	0.05083330933
257	0.05078905309
258	0.05076785392
259	0.05074363941
260	0.0506677992
261	0.05058813974
262	0.05055630156
263	0.05053277452
264	0.05045837006
265	0.05039469828
266	0.05037646835
267	0.05034389106
268	0.05032313062
269	0.05026412251
270	0.05023737443
271	0.05019954724
272	0.05018084095
273	0.05012154626
274	0.05010760527
275	0.04998873068
276	0.0499738298
277	0.0499551807
278	0.04993548272
279	0.04992073765
280	0.04984764058
281	0.04982768829
282	0.04978877969
283	0.049768325
284	0.0497490095
285	0.04973475215
286	0.04962687606
287	0.04960955719
288	0.04954540026
289	0.04953003641
290	0.04951630989
291	0.04946687821
292	0.04945433176
293	0.04943045083
294	0.04938472172
295	0.04935885071
296	0.04929736937
297	0.04925326735
298	0.04923594909
299	0.04922062023
300	0.04919510284
301	0.04917852836
302	0.04916295277
303	0.04912716781
304	0.04911602965
305	0.04909281948
306	0.04907816911
307	0.04901659788
308	0.04900413721
309	0.04896696534
310	0.048955215
311	0.04891409157
312	0.04890438211
313	0.04888111553
314	0.04886991436
315	0.04885263698
316	0.04875482377
317	0.04873972033
318	0.04872196403
319	0.04870357275
320	0.04869471717
321	0.04868006896
322	0.04866976912
323	0.04865850255
324	0.04864209372
325	0.04860477058
326	0.04859061505
327	0.04857769301
328	0.04855984473
329	0.04851263262
330	0.04849377686
331	0.04846322608
332	0.04837287683
333	0.04835781763
334	0.04834295703
335	0.04826885007
336	0.04825457271
337	0.04824699652
338	0.04821853327
339	0.04819907866
340	0.04814339425
341	0.0481240374
342	0.04807600468
343	0.04806229528
344	0.04801125096
345	0.04799339794
346	0.04798626708
347	0.04798046229
348	0.04795970465
349	0.04794965415
350	0.04793631564
351	0.04789665251
352	0.04788476464
353	0.04785663487
354	0.04784951753
355	0.04782874253
356	0.04780933266
357	0.04780264004
358	0.04773395858
359	0.04771833154
360	0.047692703
361	0.04767881422
362	0.04766820762
363	0.04760413479
364	0.04758695679
365	0.04753642192
366	0.04752499569
367	0.0474842661
368	0.04746701876
369	0.04745707917
370	0.04739881213
371	0.04734892874
372	0.0472854463
373	0.04726549912
374	0.04724056004
375	0.04720432211
376	0.04719588661
377	0.04719061086
378	0.0471520058
379	0.04711289846
380	0.04709328919
381	0.04707614518
382	0.04706481068
383	0.04704643791
384	0.04703537713
385	0.04703027049
386	0.04702534619
387	0.04700430198
388	0.04699959104
389	0.04698525683
390	0.0469681814
391	0.04695570697
392	0.04690578169
393	0.04688763687
394	0.04686672496
395	0.04686221719
396	0.04685194367
397	0.04683944826
398	0.04683513501
399	0.04682367401
400	0.04681470592
401	0.04680732847
402	0.04679724146
403	0.0467889477
404	0.04677593159
405	0.04676647961
406	0.04675615265
407	0.04670646293
408	0.04668545167
409	0.04667662888
410	0.04665792516
411	0.04664573226
412	0.04663705687
413	0.04662921337
414	0.04662120008
415	0.04660755456
416	0.04660013455
417	0.0465923248
418	0.04652035227
419	0.0465067664
420	0.04649822736
421	0.04644680057
422	0.04643049407
423	0.04641929816
424	0.0463826907
425	0.04636628665
426	0.04635932107
427	0.04634878031
428	0.04629498046
429	0.04626372478
430	0.04625648387
431	0.04624746168
432	0.04620316117
433	0.04619463538
434	0.0461421377
435	0.04612572946
436	0.04611886088
437	0.04611053006
438	0.04609422549
439	0.0460530376
440	0.04604239225
441	0.04603220304
442	0.04599250773
443	0.0459745696
444	0.04596309741
445	0.04594777444
446	0.04593188111
447	0.04591784229
448	0.04590302409
449	0.04589577664
450	0.04588914471
451	0.04588279657
452	0.04587508553
453	0.04586527217
454	0.04584970081
455	0.04581270623
456	0.04577977705
457	0.04573661359
458	0.04572065846
459	0.04570801213
460	0.04570206639
461	0.0456904408
462	0.04562836278
463	0.04562262579
464	0.04558758869
465	0.0455733488
466	0.04556868216
467	0.04552298889
468	0.0455080886
469	0.04550067119
470	0.04547683988
471	0.0454269401
472	0.04541001303
473	0.04535259041
474	0.04533637477
475	0.04532160864
476	0.04530828331
477	0.04529105239
478	0.04527732239
479	0.04526430363
480	0.04525792966
481	0.04524440337
482	0.04521494796
483	0.04520403649
484	0.04516208438
485	0.04514982843
486	0.04514055088
487	0.0451305606
488	0.04511995167
489	0.04510765552
490	0.04508226122
491	0.04507374985
492	0.04506507978
493	0.04504695084
494	0.04502843394
495	0.04502162812
496	0.04501116854
497	0.04497271327
498	0.04496182312
499	0.04490771749
